judul,tanggal,isi,kategori
WNI yang Dievakuasi dari Lebanon Akan Terbang ke RI Hari Ini," Minggu, 06 Okt 2024 12:00 WIB ","Sebanyak 40 warga negara Indonesia (WNI) dan satu warga negara asing (WNA) yang telah dievakuasi dari Lebanon akan terbang ke Indonesia pada hari ini, Minggu (6/10).
Direktur perlindungan WNI dan Badan Hukum Kementerian Luar Negeri Judha Nugraha mengonfirmasi jadwal kepulangan warga asal RI itu.

""Iya [terbang hari ini]. Ada dua penerbangan,"" kata Judha kepada CNNIndonesia.com, Minggu.
Dua penerbangan itu terdiri dari gelombang keempat dan kelima evakuasi WNI dari Lebanon menggunakan pesawat Emirates EK356 dan Qatar Airways QR958.
Gelombang keempat evakuasi akan le[as landas Minggu (6/10) pukul 18.10 waktu setempat. Ketibaan pada 15.40 WIB, 7 Oktober menggunakan Emirates EK 356. Gelombang kelima akan take off pukul 14.00 waktu setempat. Ketibaan dijadwalkan pada 07.40 WIB, tanggal 7 Oktober 2024 menggunakan QR 958
Dia mengatakan sebanyak 40 WNI dan 1 WNA sudah di tempat yang aman dan selamat. Mereka berasal dari dua gelombang evakuasi dan saat ini ada di Ibu Kota Yordania, Amman.


Para WNI itu, lanjut Judha, akan terbang dari Yordania ke Indonesia.
""Direktorat Perlindungan WNI telah memesan dua penerbangan dari Amman ke Jakarta untuk 41 evacuees,"" ujar dia.
Puluhan WNI itu berada di Yordania usai pihak berwenang Indonesia mengevakuasi mereka dari Lebanon karena serangan Israel.

Dari Ibu Kota Lebanon, Beirut, mereka menuju ke Suriah, lalu ke Yordania.
Dalam beberapa pekan terakhir, Israel menggempur secara membabi buta ke Lebanon. Mereka juga meluncurkan invasi ke negara itu yang disebut operasi darat lintas batas.
Israel mengklaim operasi tersebut hanya menyasar situs Hizbullah, tetapi pasukan Zionis juga menggempur fasilitas sipil seperti kamp pengungsian.

Hizbullah tak tinggal diam. Mereka balas meluncurkan rudal dan proyektil ke area kumpul pasukan Zionis. Pertempuran sengit pun pecah.
Banyak negara telah mengeluarkan perintah evakuasi menyusul situasi yang memanas di Lebanon.",internasional
RUDAL: 7 Julukan Indonesia yang Mendunia," Minggu, 06 Okt 2024 11:46 WIB ",Indonesia merupakan salah satu negara yang aktif di panggung internasional hingga mendapat sejumlah julukan dari dunia luar. Apa saja?,internasional
"3 Negara Barat Tembak Rudal Iran ke Israel, Bikin Khamenei Marah"," Minggu, 06 Okt 2024 11:08 WIB ","Pemimpin Tertinggi Iran, Ayatollah Ali Khamenei, menyebut akar permasalahan eskalasi konflik di Timur Tengah adalah campur tangan negara-negara Barat.
Dalam pernyataannya pekan ini, Khamenei menyebut Amerika Serikat dan beberapa negara Eropa adalah penyebab konflik Timteng membara.

""Akar permasalahan di kawasan kita, konflik dan peperangan ini, adalah kehadiran pihak-pihak yang mengaku memperjuangkan perdamaian di kawasan ini yaitu AS dan beberapa negara Eropa,"" kata Khamenei.
Pernyataan Khamenei ini disampaikan setelah pada Selasa (1/10) malam saat Iran menembakkan ratusan rudal ke Israel, sejumlah negara Barat disebut ikut membantu Israel dengan menembak jatuh rudal-rudal tersebut.
Siapa saja negara Barat yang ikut campur, dengan menembak jatuh rudal Iran ke Israel?

Pasukan Inggris disebut berperan mencegah eskalasi konflik di Timur Tengah, saat Iran menembakkan ratusan rudalnya ke Israel.
Menteri Pertahanan Inggris, John Healey, mengklaim pasukan militer Inggris berperan mencegah eskalasi lebih lanjut. Dia juga berterima kasih kepada personel yang terlibat atas ""profesionalisme"" mereka.
Kemhan Inggris tak memberikan komentar lebih lanjut soal keterlibatan pasukannya di Timteng. Namun Inggris menyebut Israel punya hak membela diri.
""Hal itu [serangan Iran] tidak dapat ditoleransi. Kami mendukung Israel dan mengakui haknya untuk membela diri menghadapi agresi ini. Iran harus menghentikan serangan ini,"" kata Starmer.

Pada Rabu (2/10), Prancis memobilisasi sumber daya militernya di Timur Tengah, dengan klaim untuk melawan ""ancaman"" Iran.
""Prancis mengutuk serangan terhadap Israel oleh rudal balistik yang ditembakkan Iran. Prancis menegaskan kembali komitmen penuhnya terhadap keamanan Israel,"" demikian pernyataan Kementerian Luar Negeri Prancis, seperti dilansir Reuters.
""Prancis berpartisipasi melalui sarana militernya di Timur Tengah untuk melawan ancaman Iran,"" lanjut pernyataan itu.
Kemlu Prancis tak memberi perincian lebih lanjut tentang peran militernya di Timteng. Namun seorang pejabat pemerintah mengatakan Prancis berpartisipasi untuk menghentikan rudal Iran.

Amerika Serikat mengklaim pihaknya membantu Israel menggagalkan serangan rudal balistik Iran ke Israel.
Pejabat senior Gedung Putih mengatakan militer Israel ""berkoordinasi erat"" dengan Israel, untuk menembak jatuh proyektil tersebut.
""Kapal perusak Angkatan Laut AS bergabung dengan unit pertahanan udara Israel, dan menembakkan pencegat untuk menembak jatuh rudal yang masuk,"" kata Penasihat Keamanan Nasional AS, Jake Sullivan.

""Singkatnya, berdasarkan apa yang kita ketahui saat ini, serangan ini [Iran] tampaknya tidak efektif. Selain karena profesionalisme [militer Israel], ini juga sebagian besar karena kerja keras militer AS,"" imbuh Sullivan, dilansir Al Jazeera.
Saat ditanya apa pandangan AS soal kemungkinan serangan balasan Israel, Sullivan mengatakan diskusi terus berlanjut antara pemimpin militer dan politik AS dan Israel.
""Kami ingin melakukan beberapa konsultasi mendalam dengan Israel. Kami bangga dengan tindakan yang telah kami ambil bersama Israel, untuk melindungi dan membela Israel,"" kata Sullivan.
""Kami telah menjelaskan bahwa akan ada konsekuensi, konsekuensi yang berat, atas serangan ini. Kami akan bekerja sama dengan Israel untuk mewujudkannya,"" tuturnya.






",internasional
"Prancis Mau Setop Jual Senjata ke Israel, PM Netanyahu 'Ngamuk'"," Minggu, 06 Okt 2024 10:08 WIB ","Presiden Prancis Emmanuel Macron menyerukan penghentian penjualan senjata ke Israel menyusul agresi Negara Zionis yang kian brutal ke Palestina.
Rencana Prancis tersebut membuat Perdana Menteri Israel Benjamin Netanyahu melontarkan kemarahannya.

Pernyataan Macron muncul saat wawancara dengan media televisi France Inter yang dirilis pada Sabtu (5/10).
""Saya kira prioritas hari ini adalah kembali ke solusi politik, bahwa kita berhenti mengirim senjata untuk berperang di Gaza,"" kata Macron, dikutip AFP.
Dia lalu berujar, ""Prancis tak mengirim apapun.""
Macron juga menegaskan kekhawatiran dia soal agresi Israel di Gaza yang terus berlanjut.


Presiden Prancis itu lantas menyerukan gencatan senjata sesegera mungkin di Gaza.
""Saya kira kami tak didengarkan. Saya kira ini kesalahan, termasuk keamanan Israel,"" ungkap Macron.
Israel melancarkan agresi ke Gaza sejak Oktober 2023 sebagai respons serangan dadakan Hamas. Mereka mengklaim tindakan itu demi keamanan dan sebagai upaya membela diri.

Imbas operasi Israel lebih dari 41.000 orang di Palestina meninggal dan jutaan warga terpaksa mengungsi.
Di kesempatan ini, Macron juga menyinggung soal invasi Israel di Lebanon.
""Lebanon tak bisa menjadi Gaza baru,"" ungkap dia.
Beberapa pekan terakhir Israel melancarkan invasi dan serangan yang membabi buta ke Lebanon. Mereka mengklaim tindakan itu sebagai operasi darat terbatas dan hanya akan menyerang situs Hizbullah.
Namun, Israel menyerang fasilitas sipil seperti kamp pengungsian. Pasukan Zionis ini juga terus menggempur selatan Beirut.
Menanggapi seruan Macron, Perdana Menteri Israel Benjamin Netanyahu murka.

Dia membenarkan tindakan Israel dengan mengatakan saat ini mereka berperang melawan tujuh front.
""Saya punya pesan untuk Presiden Macron. Hari ini Israel sedang mempertahankan diri dari serangan tujuh front,"" kata Netanyahu saat konferensi pers pada Sabtu, dikutip kanal YouTube resmi PM Israel.
Ketujuh front itu adalah Hizbullah di Lebanon, Hamas di Gaza, Houthi di Yaman, milisi Syiah di Irak, milisi Syiah di Suriah, ""kelompok teroris di Yudea dan Samaria"" serta Iran.
""Namun Presiden Macron dan para pemimpin Barat lain kini menyerukan embargo senjata ke Israel. Mereka memalukan,"" ungkap Netanyahu.
Dia lalu membandingkan sikap Prancis dengan Iran. Teheran, menurut Netanyahu, justru bersatu dan mensponsori Hamas, Hizbullah, hingga Houthi.
""Apakah Iran, mengembargo senjata ke [mereka]? Tentu saja tidak, poros ini bersatu,"" ujar Netanyahu.
Dia juga menyayangkan seruan Macron yang seharusnya menentang poros yang dipimpin Iran.

Israel, lanjut Netanyahu, akan menang dengan atau tanpa dukungan Prancis.
""Namun rasa malu mereka akan terus bertahan lama usai perang dimenangkan,"" ujar dia.",internasional
Israel Bersiap Balas Serangan Rudal Iran," Minggu, 06 Okt 2024 09:58 WIB ","Pasukan pertahanan Israel (IDF) mengaku tengah mempersiapkan balasan terhadap serangan rudal Iran yang menargetkan wilayah Israel pada awal Oktober 2024.
Seorang pejabat IDF yang enggan disebutkan identitasnya menekankan bahwa serangan Iran yang menembakkan lebih dari 200 rudal ke Israel telah melanggar hukum serta mengancam keamanan warga sipil.
""IDF sedang mempersiapkan balasan terhadap serangan Iran yang belum pernah terjadi sebelumnya,"" kata pejabat IDF tersebut kepada AFP, Sabtu (5/10).
Namun ia tidak menjelaskan lebih lanjut terkait kapan rencana pembalasan terhadap Iran itu akan dilakukan. Sementara itu, surat kabar Israel, Haaretz, mengutip pernyataan militer bahwa respons atau balasan militer itu akan 'signifikan'.

""IDF sedang mempersiapkan serangan signifikan di Iran setelah serangan rudal minggu ini dari Teheran,"" tulis surat kabar tersebut melaporkan.
""Militer tidak mengesampingkan kemungkinan bahwa Iran akan meluncurkan rudal ke wilayah Israel lagi setelah serangan Israel,"" tambahnya.
Pada 1 Oktober lalu, Iran meluncurkan sekitar 200 rudal hipersonik dan balistik ke Israel, sebagai tanggapan atas pembunuhan Sekretaris Jenderal Hizbullah Hassan Nasrallah, yang diduga dilakukan Israel pada 27 September lalu.


Sebagian besar rudal Iran itu disebut berhasil dicegah oleh sistem pertahanan udara Israel atau Iron Dome. Sementara beberapa rudal lainnya menghantam pangkalan militer, namun disebut tak menyebabkan kerusakan besar maupun korban jiwa.
Korps Garda Revolusi Iran (IRGC) mengklaim 90 persen rudal mereka mengenai sasaran Israel termasuk sistem pertahanan Iron Dome hingga pangkalan militer. Salah satu dampak serangan yakni kerusakan di pangkalan jet tempur tercanggih milik Israel di Nevatim.
",internasional
"Israel Membabi-buta Gempur Lebanon, Situs UNESCO Terancam Hancur"," Minggu, 06 Okt 2024 08:20 WIB ","Israel menggempur habis-habisan Lebanon pada Sabtu (5/10) malam waktu setempat dan membuat salah satu situs UNESCO terancam.
Pasukan pertahanan Israel (IDF) kian gencar menyerang wilayah di Lebanon termasuk kota tua Baalbek, yang disebut menjadi basis Hizbullah.

""Kota tua Baalbek, rumah bagi dua kuil Romawi yang ditetapkan sebagai Situs Warisan Dunia UNESCO, semakin terancam,"" demikian laporan Al Jazeera.
Situs tersebut terancam hancur akibat serangan brutal Israel.
Selain di Baalbek, Israel juga menggempur Ibu Kota Lebanon, Beirut pada tengah malam waktu setempat.
Di wilayah itu terjadi empat serangan berturut-turut dan disertai ledakan dahsyat.


Menurut laporan Al Jazeera ledakan terjadi di jalan bandara lama dan setengah jam kemudian tak jauh dari bandara internasional Beirut.
""Tepat saat pesawat akan berangkat. Dan pesawat ini akan menuju Siprus,"" kata kontributor media itu di Beirut, Laura Khan.

Menurut laporan bandara internasional Beirut dipadati warga yang hendak pergi ke luar negeri untuk mencari tempat yang lebih aman.
Dalam beberapa pekan terakhir, Israel menggempur habis-habisan dan menginvasi Lebanon. Mereka menyebut aksi ini sebagai operasi darat terbatas dan hanya akan menyasar situs Hizbullah.
Namun, Israel juga menyerang fasilitas sipil seperti kamp pengungsi di Lebanon selatan.

Pertempuran sengit Israel dan Hizbullah pun pecah. Milisi itu menyatakan telah membunuh 25 tentara Zionis, sementara Israel mengklaim menghancurkan 2.000 situs Hizbullah dan menewaskan 200 anggota.",internasional
Fakta-fakta Terkini usai Israel Digempur Ratusan Rudal Iran," Minggu, 06 Okt 2024 07:35 WIB ","Israel saat ini tengah merancang skenario untuk membalas serangan usai Iran meluncurkan lebih dari 200 rudal ke Negara Zionis pada awal pekan ini.
Korps Garda Revolusi Iran (IRGC) mengklaim 90 persen rudal mereka mengenai sasaran Israel termasuk sistem pertahanan Iron Dome hingga pangkalan militer.
Salah satu dampak serangan yakni kerusakan di pangkalan jet tempur tercanggih milik Israel di Nevatim.
Berikut fakta-fakta terbaru usai Israel digempur habis-habisan oleh Iran.

Pasukan Pertahanan Israel (IDF) tengah menyusun tanggapan atas serangan ratusan rudal ke negara tersebut.
""IDF sedang mempersiapkan tanggapan terkait serangan Iran yang belum pernah terjadi sebelumnya dan melanggar hukum terhadap warga sipil Israel,"" kata salah satu pejabat kepada AFP, Sabtu (5/10).
Namun, dia tak menyebut waktu pasti dan skala serangan Israel.
Sementara itu, media Israel Haaretz menyebut balasan pemerintahan Benjamin Netanyahu ke Iran akan ""besar dan signifikan.""




Perdana Menteri Benjamin Netanyahu menyatakan Israel sedang menghadapi perang dari tujuh front atau penjuru.
Tujuh front itu mencakup perang dengan Hizbullah di Lebanon, Hamas di Gaza, milisi di Tepi Barat, Houthi di Yaman, milisi di Irak, milisi di Suriah, dan Iran.
""Dan kami perang melawan Iran, yang pekan lalu menembakkan lebih dari 200 rudal balistik langsung ke Israel dan [Iran] yang berada di balik perang tujuh front,"" ujar Netanyahu, dikutip CNN, Sabtu (5/10).

Israel hingga saat ini belum memberi jaminan bahwa mereka tak akan menggempur situs nuklir Iran, sebagai bentuk serangan balasan.
Sekutu dekat Israel, Amerika Serikat, sebelumnya menyatakan tak akan mengizinkan mereka menyerang situs nuklir Iran.
""Kami berharap dan ingin ada kekuatan dan kebijaksanaan Israel. Namun, sebagaimana kita ketahui, tak ada jaminan,"" ujar salah satu sumber AS.

Iran mengancam akan menyerang infrastruktur energi Israel dalam serangan berikutnya jika pasukan Zionis melakukan serangan balik.
Wakil Komandan IRGC Brigadir Jenderal Ali Fadavi menyebut pembangkit listrik dan kilang gas bisa diserang jika Israel tetap membalas serangan mereka.
""Israel memiliki tiga pembangkit listrik dan beberapa kilang. Kami bisa menargetkan semua itu sekaligus,"" kata Fadavi, dikutip CNN.
Iran berulang kali mewanti-wanti Israel untuk tak melakukan serangan balasan. Jika negara pemerintahan Netanyahu mengabaikan peringatan ini, mereka tak segan melakukan serangan yang lebih menghancurkan dan mematikan.

Presiden Amerika Serikat Joe Biden berjanji akan melindungi Israel jika perang pecah di Timur Tengah.
Komitmen Biden muncul saat dia mendapat pertanyaan soal pengerahan pasukan AS ke Timur Tengah untuk membantu Israel.
""AS telah banyak membantu Israel. Kami akan melindungi Israel,"" kata dia.
AS menambah pasukan sekitar 3.000 personel ke kawasan tersebut. Salah satu sumber mengatakan pengerahan ini termasuk serangkaian jet tempur seperti F-15, F-16, F-22, dan A-10.
Potensi perang di Timur Tengah mencuat usai Israel siap membalas serangan ratusan rudal Iran.",internasional
"Luncurkan 200 Rudal ke Israel, Siapa yang Pasok Senjata ke Iran?"," Minggu, 06 Okt 2024 06:55 WIB ","Iran menjadi sorotan usai meluncurkan sekitar 180 rudal ke Israel pada Selasa (1/10) malam waktu setempat.
Angkatan Bersenjata Iran mengklaim 90 persen rudal mereka mengenai sasaran Israel termasuk Iron Dome dan pangkalan militer.
Iran selama ini berupaya memaksimalkan kemampuan militer untuk meningkatkan kemandirian, memperkuat pencegahan, dan mencapai status serta pengaruh yang diyakininya sebagai hak membela diri.
Kemandirian dalam semua bidang kehidupan nasional terutama di bidang militer merupakan prinsip dasar revolusi Islam Iran 1979.

Di luar komitmen Iran, gelombang serangan rudal mereka ke Israel baru-baru ini memicu pembicaraan soal siapa yang memasok senjata ke negara tersebut.
Berikut negara-negara importir senjata ke Teheran.
Dalam beberapa dekade terakhir, Rusia menjadi sumber utama senjata konvensional bagi Iran.
Kedua negara ini juga memiliki hubungan yang harmonis dan akrab terutama setelah Presiden Vladimir Putin meluncurkan invasi ke Ukraina.
Terkait senjata, Rusia kerap mentransfer pengetahuan dan teknologi program rudal balistik, teknologi nuklir sipil serta senjata Kimia dan Biologi, demikian dikutip Arms Control Association.


Transfer pengetahuan itu berguna bagi untuk mengembangkan rudal termasuk rudal balistik Iran.
Hingga kini, Iran tercatat memiliki lebih dari 3.500 rudal permukaan ke udara termasuk produksi dalam negeri rudal Sayyad dan Raad.
Pada 2016, Rusia juga pernah mengirim rudal anti pesawat S-3000 ke Iran.

Persoalan kerja sama senjata Iran-Rusia bisa ditelisik dari 1989. Saat itu, petinggi Iran mengunjungi Moskow dan terjalin kontrak senjata. Setelah Uni Soviet runtuh, kontrak senjata itu dilanjutkan Rusia.
Sistem persenjataan utama Rusia yang ditransfer usai kesepakatan 1989 mencakup 422 tank T-72, 413 kendaraan tempur infanteri BMP-2, rudal permukaan-ke-udara (SAM) SA-5 dan SA-6; sebanyak 12 pesawat tempur Su-24 dan 24 MiG-29; dan tiga kapal selam kelas Kilo, bersama dengan torpedo dan ranjau canggih.
Sebagian besar alat pertahanan itu ditransfer pada awal hingga pertengahan 1990-an.
Iran dan China juga memiliki hubungan yang hangat.
Pada 2023, Iran dan Saudi resmi membuka kembali hubungan diplomatik berkat mediasi China usai putus selama tujuh tahun.
Sejumlah pengamat juga mengatakan jika dalam konflik di Timur Tengah, Amerika Serikat ikut campur, China akan turun tangan membantu Iran.

Pada 1980-1999, China menjual senjata ke Iran yang bersumber dari Uni Soviet, dengan memodifikasi dan berteknologi rendah tetapi dibanderol harga penuh.
China juga membantu Iran membangun pusat produksi untuk platform militer seperti rudal jelajah, artileri, kendaraan lapis baja, dan roket multi peluncur.
Selain itu, Iran menerima bantuan signifikan dalam program senjata nuklir, biologi, dan kimianya dari Beijing selama fase awal, demikian dikutip Observer Research Foundation.
China juga disebut-sebut sebagai sumber industri utama bagi program senjata pemusnah massal Iran, hingga pemasok suku cadang buatan AS.
Iran dan Korea Utara memiliki sejarah panjang bekerja sama untuk memajukan persenjataan militer masing-masing.
Korut juga terkenal sebagai pemasok utama teknologi rudal ke Iran. Selain itu pejabat negara Asia Timur ini sempat mengunjungi Teheran untuk membantu mengembangkan program rudal.
Senada, pejabat Amerika Serikat menduga bahwa Pyongyang mungkin juga telah memberikan data uji coba rudal ke Teheran, demikian dikutip Arms Control Association.
Di luar itu, Korut termasuk negara yang menyediakan persenjataan ke Teheran saat Perang Iran-Irak pecah.

Selain itu, Korut berperan dalam pengembangan rudal balistik Iran pada 1990-an.
Korut juga tak keberatan berbagi teknologi nuklir mereka ke Iran meski banjir sanksi dari komunitas internasional.
Pakar Korea Utara di Virginia Commonwealth University, Benjamin Young, mengatakan Iran menginginkan program nuklir seperti Korut.
""Kemampuan Korea Utara untuk mengembangkan senjata nuklir dalam skala cepat patut dikagumi oleh republik Islam tersebut,"" kata dia dikutip Radio Free Europe.
",internasional
"Siapa Hashem Safieddine, Calon Pemimpin Baru Hizbullah?"," Minggu, 06 Okt 2024 06:00 WIB ","Kursi pucuk kepemimpinan kelompok militan Hizbullah kosong usai Hassan Nasrallah dirudal Israel. Calon penggantinya adalah Hashem Safieddine namun kini keberadaannya tak diketahui.
Hizbullah menyatakan kehilangan kontak dengan Safieddine usai serangan Israel ke Beirut menurut pembisik CNN pada Sabtu (5/10). Sebelumnya Safieddine memang menjadi target serangan tetapi hingga saat ini belum jelas apakah dia terbunuh.

Safieddine adalah sepupu dari pihak ibu Nasrallah, keduanya sempat belajar di Iran bersama-sama pada awal 1980-an. Seperti Nasrallah, Safieddine merupakan pengkritik keras Israel dan Barat serta punya aliansi kuat dengan para pemimpin Iran.
Safieddine menjabat sebagai kepala dewan eksekutif Hizbullah dan dipandang sebagai tokoh yang cocok menjabat posisi tertinggi. Namun sejauh ini Hizbullah belum menunjuk pengganti Nasrallah.
Dewan eksekutif adalah salah satu dari lima badan yang membentuk Dewan Syura. Keputusan organisasi Hizbullah diambil oleh Dewan Syura.
Dewan eksekutif mengawasi masalah politik, berbeda dari Dewan Jihad yang merupakan badan militer Hizbullah.
Safieddine sebelumnya pernah berbicara tentang 'hubungan yang kuat' antara Hizbullah dan Korps Garda Revolusi Iran (IRGC), secara khusus pada Jenderal Iran Qasem Soleimani, yang tewas dalam serangan udara Amerika Serikat di bandara Baghdad pada 2020. Putera Safieddine menikah dengan puteri Soleimani.
Safieddine yang merupakan ulama Syiah lahir pada 1964 di desa Deir Qanoun En Nahr di Lebanon selatan. Mirip Nasrallah, Safieddine mengenakan sorban hitam yang menandakan dia adalah seorang 'Sayyid', gelar kehormatan Syiah untuk menunjukkan keturunan Nabi Muhammad.
Safieddine, 60 tahun, telah menunjukkan eksistensinya di panggung politik Hizbullah, terutama selama setahun terakhir. Sepanjang perang Gaza, Safieddine kerap membuat pernyataan yang mengecam Israel.

Saat berbicara di pemakaman salah satu anggota Hizbullah yang terbunuh pada Mei, Safieddine membanggakan kelompoknya tetap kuat, memprioritaskan sekutu Iran, membebaskan rakyat Palestina.
Pada 2021 Safieddine menuduh AS mencampuri urusan politik dalam negeri Lebanon dan mengatakan bahwa 'tirani AS' telah 'menyabotase' negara-negara di kawasan itu dengan menyebut Irak dan Afghanistan sebagai contoh.
AS telah menetapkan Hizbullah sebagai organisasi teroris asing pada 1997 dan menetapkan hal yang sama untuk Safieddine pada 2017.",internasional
"Israel Klaim Bunuh 440 Militan Hizbullah, Hancurkan 2.000 Target"," Minggu, 06 Okt 2024 05:15 WIB ","Militer Israel mengklaim telah menewaskan sekitar 440 pejuang Hizbullah dan menghancurkan lebih dari 2.000 target terkait kelompok militan itu di Lebanon.
Juru bicara militer Israel, Laksamana Muda Daniel Hagari, mengatakan pejuang Hizbullah itu tewas karena pertempuran darat dan serangan udara.
Dia juga menyatakan jumlah korban itu termasuk sekitar 30 komandan dari berbagai pangkat.

Sementara target yang sudah dihancurkan termasuk senjata, bangunan militer dan infrastruktur bawah tanah.
""(Hizzbulah telah) menginvestasikan banyak upaya dan sumber daya untuk menempatkan sarana militernya di bawah tanah dan di dalam bangunan sipil di desa-desa yang berdekatan dengan perbatasan. Sekarang, kami beroperasi gencar untuk membongkarnya,"" kata Hagari, diberitakan CNN, Sabtu (5/10).
Hagari menambahkan rantai komando Hizbullah telah 'terkena dampak parah' dan disebut menyakitkan bagi kepemimpinan Iran.Kementerian Kesehatan Lebanon menyatakan serangan Israel ke wilayahnya terkadang menuju daerah padat penduduk. Sejauh ini disebut sudah lebih dari 1.400 orang tewas dan lebih dari 1 juta penduduk mengungsi.

Hagari mengonfirmasi beberapa serangan rudal balistik Iran ke Israel menargetkan daerah sipil dan pangkalan udara di Nevatim dan Tel Nof. Namun dia bilang serangan tak mengenai pesawat dan tidak membahayakan operasi angkatan udara.
""Cara kami menanggapi serangan kriminal ini akan ditentukan oleh cara, tempat dan waktu yang akan kami putuskan,"" kata dia mengungkap arahan dari pimpinan politik Israel.
",internasional
Kongo Mulai Gelar Vaksinasi Wabah Mpox," Minggu, 06 Okt 2024 05:00 WIB ","Republik Demokratik Kongo meluncurkan kampanye vaksinasi mpox pertama mereka pada Sabtu (5/10). Langkah ini penting guna menahan wabah yang sudah menyebar dari Kongo ke 13 negara Afrika lainnya pada tahun ini.
Pejabat kesehatan Kongo menggelar upacara buat menandai dimulainya vaksinasi di rumah sakit di kota Goma, tempat dosis pertama diberikan.

Kementerian Kesehatan Kongo memperingatkan pada Jumat (4/10) bahwa cakupan vaksinasi kecil karena keterbatasan sumber daya. Saat ini hanya 265 ribu dosis vaksin yang tersedia, namun akan lebih banyak seiring produksi ditambah.
Vaksinasi ini mulai membelokkan ketidakadilan yang dialami negara-negara Afrika ketika tak mendapatkan akses ke dua suntikan buat melawan wabah mpox global pada 2022. Sementara itu dua suntikan itu tersedia luas di Eropa dan Amerika Serikat.
Mpox dapat menyebar melalui kontak dekat. Biasanya dampak penyakit ini ringan dan kasus fatal jarang terjadi. Gejala yang ditimbulkan seperti flu dan lesi lesi berisi nanah pada tubuh.

Pada Agustus lalu, Organisasi Kesehatan Dunia (WHO) menyatakan mpox sebagai keadaan darurat kesehatan masyarakat yang menjadi perhatian internasional usai varian baru teridentifikasi.
Sejak awal tahun telah terjadi 844 kasus suspek dan kematian karena mpox serta sekitar 32.800 kasus suspek dan terkonfirmasi, kebanyakan di Kongo, menurut data WHO pada 20 September.",internasional
Netanyahu: Israel Saat Ini Perang Lawan 7 Penjuru," Minggu, 06 Okt 2024 04:00 WIB ","Perdana Menteri Israel Benjamin Netanyahu mengatakan sejak hampir satu tahun lalu diserang Hamas, negaranya sekarang berperang di tujuh penjuru.
""Sekarang, Israel mempertahankan diri di tujuh penjuru melawan musuh-musuh peradaban,"" kata Netanyahu di video pernyataan, dikutip dari CNN, Sabtu (5/10).

Perang ini, kata dia, termasuk melawan Hizbullah didukung Iran di utara, Hamas di Gaza, Houthi di Yaman, 'teroris' di Tepi Barat dan milisi Syiah di Irak dan Suriah.
""Dan kami berperang melawan Iran, yang minggu lalu menembakkan lebih dari 200 rudal balistik langsung ke Israel dan yang berada di balik perang tujuh penjuru melawan Israel ini,"" ucap dia.
Netanyahu mengatakan bahwa dia menepati janjinya mengubah keseimbangan kekuatan di utara antara Israel dan Lebanon. Hizbullah di Lebanon telah menyerang Israel dengan roket, rudal dan drone sejak 8 Oktober 2023.
Menyinggung Gaza, dia menyebut Israel memiliki hak membela diri dan negaranya tak akan melupakan 101 sandera yang ditahan Hamas.
Netanyahu juga mengomentari pernyataan Presiden Prancis Emmanuel Macron dan negara-negara lain yang menyerukan embargo senjata terhadap Israel.
""Yakinlah, Israel akan berjuang sampai pertempuran dimenangkan, demi kita dan demi perdamaian dan keamanan di dunia,"" ujar dia.

Kelompok militan yang didukung Iran tersebar di seluruh Timur Tengah dan telah lama berkonflik dengan Israel. Namun bentrokan semakin intensif usai 7 Oktober 2023, saat Hamas menyerang Israel, yang kemudian memicu perang di Gaza.
Houthi dan Hizbullah menyatakan serangan mereka sebagai dukungan buat warga Palestina di Gaza, yang kini jadi tempat kampanye militer Israel dan sudah menewaskan puluhan ribu orang.",internasional
Donald Trump Kembali Kampanye di Lokasi Nyaris Mati Ditembak," Minggu, 06 Okt 2024 00:30 WIB ","Kandidat presiden Amerika Serikat (AS) dari Partai Republik, Donald Trump, kembali ke area pedesaan di Butler, Pennsylvania, lokasi dia nyaris ditembak mati saat kampanye, pada Sabtu (5/10), tepat sebulan sebelum pemilihan presiden digelar.
Ada satu hal yang berbeda di kedatangan Trump kali ini, dia membawa Elon Musk, salah satu pendukung terkuatnya yang merupakan pemilik media sosial X. Kemunculan Musk ini akan menjadi yang pertama usai dia menyatakan dukungannya pada Trump pada 13 Juli.

Trump nyaris tertembak di kepala saat kampanye di Butler tiga bulan lalu. Peluru dari penembak yang berusaha membunuhnya mengenai telinga kanan.
Insiden ini mengejutkan publik dan memperlihatkan celah keamanan serius bagi mantan presiden AS.
AFP memberitakan kerumunan besar berbaris menuju lokasi acara kampanye Trump pada Sabtu pagi. Banyak dari mereka berteriak 'fight, fight fight', yang merupakan kata-kata Trump usai ditembak.
Usai insiden Butler, Trump juga sempat mengalami percobaan pembunuhan kedua yakni pada 15 September ketika dia berada di lapangan golf di West Palm Beach, Florida.
Seorang pria bersenjata bersembunyi tanpa terdeteksi selama hampir 12 jam dengan rencana membunuh Trump. Namun usaha ini digagalkan Secret Service yang patroli di depan Trump.

Partai Republik berharap kembalinya Trump ke Butler akan menghasilkan lebih banyak dukungan di antara para pengikut garis kerasnya dan meningkatkan pemilih di Pennsylvania.
""Saya kembali ke Butler karena saya merasa berkewajiban untuk kembali ke Butler,"" kata Trump.
Kampanye Trump kali ini juga akan diikuti Senator JD Vance, calon wakil presidennya. Keluarga petugas pemadam kebakaran Corey Comperatore, yang tewas terbunuh peluru nyasar ketika penembakan Trump, juga datang.",internasional
